name,address,latitude,longitude,rating,borough,shop_id,Unnamed: 0,Code,Area,Value,Code_earnings,Area_earnings,Pay_2021
Portobello Vintage Market,"Greater, London",51.51872830000001,-0.2073275,4.0,Kensington and Chelsea,147,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Retro Man,"28 Pembridge Rd, London",51.5098437,-0.1971446,3.4,Kensington and Chelsea,148,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
American Vintage,"185 Westbourne Grove, London",51.5145847,-0.1981431,3.8,Kensington and Chelsea,149,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
VOUTIQUE LTD,"31 Claremont Rd, London",51.5332266,-0.2069859,0.0,Westminster,150,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Open for Vintage,"7, 10 Cavendish Square, Chandos St, London",51.5169544,-0.1442532,5.0,Westminster,151,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
vintage clothing,London,51.52362549999999,-0.2067168,5.0,Kensington and Chelsea,152,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Vintage Stockroom,"13 - 25 Church St, London",51.524127,-0.1688328,0.0,Westminster,153,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Retro Woman,"20 Pembridge Rd, London",51.5096466,-0.1971298,2.7,Kensington and Chelsea,154,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
V 4 Vintage,"13-25 Church St, London",51.5241887,-0.1688101,0.0,Westminster,155,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Good,"180 Queensway, London",51.51557,-0.1880176,5.0,Westminster,156,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Linda Bee,"Alfie’s Antique Market, 13 - 25 Church St, London",51.5241887,-0.1688101,3.7,Westminster,157,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Jane Bourvis,"6, 281 Portobello Grn, Portobello Rd, London",51.5185621,-0.2073518,4.4,Kensington and Chelsea,158,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Alice's,"86 Portobello Rd, London",51.51278,-0.2019071,4.5,Kensington and Chelsea,159,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Gillian Horsup,"Alfies Antiques, Alfies Antique Market, 13-25 Church St, London",51.5241887,-0.1688101,5.0,Westminster,160,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Vintage Fur Garden,"82 Portobello Rd, London",51.5126783,-0.2016607,5.0,Kensington and Chelsea,161,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
SoSo Retro,"Unit 527, The Stables Market, Chalk Farm Rd, London",51.5420455,-0.1469688,5.0,Camden,162,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
SK.Vintage,"51 Fortess Rd, London",51.5539851,-0.1406663,4.5,Camden,163,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
This Old Thing London,"79 Portobello Rd, London",51.5127324,-0.2021264,5.0,Kensington and Chelsea,164,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
American Vintage,"35 Marylebone High St, London",51.5205091,-0.151705,3.4,Westminster,165,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Grays Antique Market,"58 Davies St, London",51.5137017,-0.1486451,4.1,Westminster,166,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Collectif Camden Market,"36, Camden's Stables Market, Chalk Farm Rd, London",51.54222439999999,-0.1469208,4.7,Camden,167,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Exclusive,"2 Flask Walk, London",51.55638070000001,-0.1776995,2.5,Camden,168,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Vintage Clothing,"53 Chalk Farm Rd, London",51.5430371,-0.1501184,0.0,Camden,169,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
RETRO GIFTS RETAIL,"80 Portobello Rd, London",51.51216549999999,-0.2006635,0.0,Kensington and Chelsea,170,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Vintage Qi - Eclectic Furniture & Home Décor,"5 Lonsdale Rd, London",51.5375636,-0.2024299,5.0,Brent,171,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
The Vintage Collection,"Arch 59, Camden Stables Market, London",51.5420455,-0.1469688,5.0,Camden,172,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Rokit Camden,"225 Camden High St, London",51.5398923,-0.143589,4.1,Camden,173,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
St Cyr Vintage,"56 Saddle Row Camden Market, London",51.5421391,-0.1483749,4.3,Camden,174,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Berty and Gerty Vintage,"53 Camden Lock Pl, London",51.5413907,-0.1465884,0.0,Camden,175,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
What Goes Around Comes Around,"Unit 32, The Stables Market Chalk, Farm Road, London",51.5420969,-0.1466583,3.9,Camden,176,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Camden Threads - An online shop for the best independent brands and vintage boutiques,"44A Camden Lock Pl, London",51.5414567,-0.1463852,0.0,Camden,177,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Funkytownshop,"Ground Floor, 232 Camden High St, London",51.5409704,-0.1443065,3.3,Camden,178,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
OuterLimitz Vintage,"12B, Camden Stables Market, Chalk Farm Rd, London",51.5420455,-0.1469688,0.0,Camden,179,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Modern Age Vintage Clothing,"65 Chalk Farm Rd, London",51.5433049,-0.1503682,3.3,Camden,180,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
A Dandy In Aspic,"Market, 748-749, North Yard Stables, Chalk Farm Rd, London",51.5425015,-0.1490213,3.4,Camden,181,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Exclusive,"2 Flask Walk, London",51.55638070000001,-0.1776995,2.5,Camden,182,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Peekaboo Vintage Marketplace,"149a Abbey Rd, London",51.540942,-0.1910264,5.0,Camden,183,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
DreamingLion Vintage,"Unit D28, Horse Tunnel, The Stables Market, Chalk Farm Rd, London",51.5420455,-0.1469688,4.5,Camden,184,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Arts And Vintage,"263 Archway Rd, London",51.5762988,-0.1442271,4.8,Haringey,185,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
GROUND ONE SIX,"6 Malden Rd, London",51.5461817,-0.1506958,5.0,Camden,186,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
SoSo Retro,"Unit 527, The Stables Market, Chalk Farm Rd, London",51.5420455,-0.1469688,5.0,Camden,187,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
SK.Vintage,"51 Fortess Rd, London",51.5539851,-0.1406663,4.5,Camden,188,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Collectif Camden Market,"36, Camden's Stables Market, Chalk Farm Rd, London",51.54222439999999,-0.1469208,4.7,Camden,189,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Vintage Clothing,"53 Chalk Farm Rd, London",51.5430371,-0.1501184,0.0,Camden,190,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
20thc Quarters,"265 Archway Rd, London",51.5763249,-0.1442879,4.7,Haringey,191,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Vintage Qi - Eclectic Furniture & Home Décor,"5 Lonsdale Rd, London",51.5375636,-0.2024299,5.0,Brent,192,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
VOUTIQUE LTD,"31 Claremont Rd, London",51.5332266,-0.2069859,0.0,Westminster,193,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Camden Retro Signs,"8A, The Stables Market, PADDOCK LANE, Chalk Farm Rd, London",51.5420455,-0.1469688,5.0,Camden,194,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
rollos vintage furniture,"391 Archway Rd, London",51.5783701,-0.1490951,5.0,Haringey,195,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Roomscape,"In, Belmont St, London",51.54479000000001,-0.1512781,0.0,Camden,196,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Camden Thrift Store,"51 Chalk Farm Rd, London",51.543116,-0.1494112,4.5,Camden,197,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Gonnermann,"408-410 Archway Rd, London",51.5766188,-0.1441633,4.9,Haringey,198,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Vintage Luggage,"18 Delancey St, London",51.5368475,-0.1426188,4.2,Camden,199,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Antique Kelims,"Highgate Rd, London",51.5529237,-0.1420899,0.0,Camden,200,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Traid Camden,"154 Camden High St, London",51.5385937,-0.1421116,3.7,Camden,201,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Episode,"26 Chalk Farm Rd, London",51.542509,-0.146978,0.0,Camden,202,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Koo Style,"Unit 14/8, Camden Stables Market, Chalk Farm Rd, London",51.54197300000001,-0.1477216,4.2,Camden,203,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
CIRCA VINTAGE,"87a Lansdowne Way, London",51.4748348,-0.1286932,4.7,Lambeth,204,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Vintage80scasuals,"Unit 63, 105 Culvert Rd, London",51.47090439999999,-0.1566805,0.0,Wandsworth,205,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Eclectica (Clapham),"803 Wandsworth Rd, London",51.4665809,-0.1484604,4.9,Lambeth,206,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
BajaboutiqueGB,"37 Elbe St, London",51.4728777,-0.1850758,0.0,Hammersmith and Fulham,207,3837.0,E09000013,Hammersmith and Fulham,"740,000",00AN,Hammersmith and Fulham,714.5
NewVintage.co.uk,"256 Battersea Park Rd, London",51.4720756,-0.1661966,4.1,Wandsworth,208,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Rewind Vintage Affairs,London,51.47750680000001,-0.1831423,5.0,Hammersmith and Fulham,209,3837.0,E09000013,Hammersmith and Fulham,"740,000",00AN,Hammersmith and Fulham,714.5
My Vintage J Box,"58 Streatham High Rd, London",51.4367663,-0.1280156,5.0,Lambeth,210,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Northcote Road Antiques Market,"155a Northcote Rd, London",51.455341,-0.1645277,4.4,Wandsworth,211,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
R13fitness,"Flat 74, Barton House, Wandsworth Bridge Rd., London",51.4682394,-0.1898545,0.0,Hammersmith and Fulham,212,3837.0,E09000013,Hammersmith and Fulham,"740,000",00AN,Hammersmith and Fulham,714.5
Guinevere Antiques Ltd,"574-580, King's Rd, London",51.47900199999999,-0.188218,4.8,Hammersmith and Fulham,213,3837.0,E09000013,Hammersmith and Fulham,"740,000",00AN,Hammersmith and Fulham,714.5
Eccles Road Antiques,"60 Eccles Rd, London",51.46180829999999,-0.1634526,4.9,Wandsworth,214,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Antique Modern Mix,"unit 121, Design Centre South Dome, London",51.4760284,-0.1829163,5.0,Hammersmith and Fulham,215,3837.0,E09000013,Hammersmith and Fulham,"740,000",00AN,Hammersmith and Fulham,714.5
ShonaMac.com,"8 Bellevue Rd, London",51.44577210000001,-0.1658887,4.5,Wandsworth,216,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Loved again Ltd.,"140 Stockwell Rd, London",51.4673937,-0.1182007,5.0,Lambeth,217,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Traid,"2 Acre Ln, London",51.4612282,-0.1162417,4.1,Lambeth,218,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Retro Furniture & Services,"338 Balham High Rd, London",51.4358639,-0.1596233,5.0,Wandsworth,219,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
331,"331 Garratt Lane, London",51.44639429999999,-0.189165,4.4,Wandsworth,220,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Saluto London,"Battersea Business Centre, London",51.4650292,-0.1549833,5.0,Wandsworth,221,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Gutlin Clocks & Antiques,"606 King's Rd, London",51.4784546,-0.1891004,5.0,Hammersmith and Fulham,222,3837.0,E09000013,Hammersmith and Fulham,"740,000",00AN,Hammersmith and Fulham,714.5
CIRCA VINTAGE,"87a Lansdowne Way, London",51.4748348,-0.1286932,4.7,Lambeth,223,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Retromania Fara London,"6 Upper Tachbrook St, London",51.4933772,-0.1399568,4.3,Westminster,224,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Chelsea Vintage Couture,"Office - Showroom, BY APPOINTMENT ONLY, Sloane Ave, London",51.4924574,-0.1659658,4.7,Kensington and Chelsea,225,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Vintage80scasuals,"Unit 63, 105 Culvert Rd, London",51.47090439999999,-0.1566805,0.0,Wandsworth,226,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Eclectica (Clapham),"803 Wandsworth Rd, London",51.4665809,-0.1484604,4.9,Lambeth,227,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
De L'Époque,"8 Cheval Pl, London",51.49900359999999,-0.1667621,5.0,Westminster,228,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
All Loved Up Boutique,"All Loved Up Boutique, 91 Charlwood St, London",51.4880187,-0.1412302,5.0,Westminster,229,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
BajaboutiqueGB,"37 Elbe St, London",51.4728777,-0.1850758,0.0,Hammersmith and Fulham,230,3837.0,E09000013,Hammersmith and Fulham,"740,000",00AN,Hammersmith and Fulham,714.5
NewVintage.co.uk,"256 Battersea Park Rd, London",51.4720756,-0.1661966,4.1,Wandsworth,231,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Rewind Vintage Affairs,London,51.47750680000001,-0.1831423,5.0,Hammersmith and Fulham,232,3837.0,E09000013,Hammersmith and Fulham,"740,000",00AN,Hammersmith and Fulham,714.5
Sign of the Times,"5 Elystan St, London",51.490966,-0.1667517,4.3,Kensington and Chelsea,233,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
R13fitness,"Flat 74, Barton House, Wandsworth Bridge Rd., London",51.4682394,-0.1898545,0.0,Hammersmith and Fulham,234,3837.0,E09000013,Hammersmith and Fulham,"740,000",00AN,Hammersmith and Fulham,714.5
James McWhirter Antiques Ltd,"11 Langton St, London",51.4823176,-0.1807697,4.8,Kensington and Chelsea,235,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Guinevere Antiques Ltd,"574-580, King's Rd, London",51.47900199999999,-0.188218,4.8,Hammersmith and Fulham,236,3837.0,E09000013,Hammersmith and Fulham,"740,000",00AN,Hammersmith and Fulham,714.5
Eccles Road Antiques,"60 Eccles Rd, London",51.46180829999999,-0.1634526,4.9,Wandsworth,237,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Butterworth Christopher,"71 Pimlico Rd, London",51.490362,-0.1535057,3.7,Westminster,238,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Antique Modern Mix,"unit 121, Design Centre South Dome, London",51.4760284,-0.1829163,5.0,Hammersmith and Fulham,239,3837.0,E09000013,Hammersmith and Fulham,"740,000",00AN,Hammersmith and Fulham,714.5
Beyond Retro Soho,"19-21 Argyll St, London",51.5150107,-0.1411872,4.3,Westminster,240,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
PICKNWEIGHT - VINTAGE KILO STORE,"14-18 Neal St, London",51.5138476,-0.1248029,3.6,Westminster,241,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Reign Vintage,"12 Berwick St, London",51.51340130000001,-0.1345882,4.3,Westminster,242,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Wow Retro London Covent Garden,"179 Drury Ln, London",51.51564699999999,-0.1234713,4.3,Camden,243,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Blackout II - Vintage Clothing London,"51 Endell St, London",51.5148867,-0.125315,3.9,Camden,244,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Vintage Threads,"69 Neal St, London",51.51494020000001,-0.1266051,4.3,Camden,245,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Pop Boutique,"30 Short's Gardens, London",51.5144586,-0.1254132,4.1,Camden,246,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Goldsmith Vintage,"121, 123 Charing Cross Rd, London",51.5149524,-0.1301147,4.2,Westminster,247,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Rokit Covent Garden,"42 Shelton St, London",51.5140748,-0.1244384,4.2,Westminster,248,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
goldsmith vintage,"57 Neal St, London",51.51476760000001,-0.1263361,3.4,Camden,249,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Past Trash,"38 Neal St, London",51.5143694,-0.1253947,4.7,Camden,250,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Wings Vintage,"105A Euston St., London",51.526494,-0.1363579,4.0,Camden,251,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Retromania Fara London,"6 Upper Tachbrook St, London",51.4933772,-0.1399568,4.3,Westminster,252,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Dunno. Curated,"8 Berwick St, London",51.5132162,-0.134507,4.7,Westminster,253,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Gong Nong Bing Vintage,"68 Charing Cross Rd, London",51.5124053,-0.1284323,5.0,Westminster,254,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Dream Retro,"2nd Floor, Alfies Antiques Market, 13- 25 Church St, London",51.5241887,-0.1688101,0.0,Westminster,255,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Vintage Modes,"Alfies Antique Market, Church St, London",51.5241887,-0.1688101,0.0,Westminster,256,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
COW Vintage,"13 Short's Gardens, London",51.5141663,-0.126386,3.7,Camden,257,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Chelsea Vintage Couture,"Office - Showroom, BY APPOINTMENT ONLY, Sloane Ave, London",51.4924574,-0.1659658,4.7,Kensington and Chelsea,258,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
LanaTS Clothing,"55 Baker St, London",51.5187355,-0.1567089,0.0,Westminster,259,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
OOTO LONDON,"Claridge House, 32 Davies St, London",51.512012,-0.1477862,0.0,Westminster,260,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Vintage Clothing,"42 Shelton St, London",51.5140221,-0.1245663,5.0,Westminster,261,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Eddie Wailes Studio,"13 - 25 Church St, London",51.52421589999999,-0.1688751,0.0,Westminster,262,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Good,"33 Neal St, London",51.5142216,-0.1256036,5.0,Camden,263,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
2o2st News,"72 Berwick St, London",51.5147633,-0.1360655,0.0,Westminster,264,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
wornwell vintage clothing,"Oxford St, London",51.5165812,-0.1311655,0.0,Westminster,265,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Nikita Sablier,"79 George St, London",51.5171123,-0.1568565,0.0,Westminster,266,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
De L'Époque,"8 Cheval Pl, London",51.49900359999999,-0.1667621,5.0,Westminster,267,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
All Loved Up Boutique,"All Loved Up Boutique, 91 Charlwood St, London",51.4880187,-0.1412302,5.0,Westminster,268,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Clerkenwell Vintage Fashion Fair,"38-51 Bedford Way, London",51.5234685,-0.1273138,0.0,Camden,269,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Open for Vintage,"7, 10 Cavendish Square, Chandos St, London",51.5169544,-0.1442532,5.0,Westminster,270,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Dukes Cupboard Limited,"14 Ingestre Pl, London",51.5132008,-0.1357614,4.3,Westminster,271,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
