,Shop_Name,Address,Latitude,Longitude,Rating,Reviews_Count,Place_ID,Price_Level,types,Borough,Property_Value_2017,Earnings_2021,IMD_Rank,Income_Rank,composite_score,Rating_normalized,Property_Value_2017_normalized,Earnings_2021_normalized,Reviews_Count_normalized,Price_Level_normalized,Rank
221,Cancer Research UK,"168 Balham High Rd, London",51.4445066,-0.1521127,3.2,9,ChIJWXb4fM8FdkgRVF-PzpXqD20,1.0675675675675675,"home_goods_store, clothing_store, store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.511994644297908,0.64,0.34502923976608185,0.8912663755458516,0.017857142857142856,0.03378378378378377,222.0
222,Ace Shop at Clapham,"8A Clapham Park Rd, London",51.46145370000001,-0.1369943,4.4,5,ChIJ8fUUmU0EdkgROcg7C7GHtwo,1.0675675675675675,"store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5113615404319841,0.8800000000000001,0.19298245614035087,0.5720524017467249,0.00992063492063492,0.03378378378378377,223.0
223,FARA Charity Shop - Streatham,"100 Streatham High Rd, London",51.43484729999999,-0.1285484,4.4,5,ChIJK0TKhNMFdkgRWVr-gejFdAQ,1.0675675675675675,"store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5113615404319841,0.8800000000000001,0.19298245614035087,0.5720524017467249,0.00992063492063492,0.03378378378378377,223.0
224,A Dandy In Aspic,"Market, 748-749, North Yard Stables, Chalk Farm Rd, London",51.5425015,-0.1490213,3.4,27,ChIJSfFEEuQadkgRSQ0tVKnyHaU,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5109860565986745,0.6799999999999999,0.43567251461988304,0.6620087336244542,0.05357142857142857,0.03378378378378377,225.0
225,Vintage Planet,"Unit 5/6, Vintage Planet, Brick Lane Vintage Market B4, 91 Brick Ln, London",51.5212201,-0.0719517,4.3,20,ChIJ3ay-FeQadkgRs8JF0RrNwtc,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5099545057419109,0.86,0.15204678362573099,0.601310043668122,0.03968253968253968,0.03378378378378377,226.0
226,Scope,"214 W End Ln, London",51.5504869,-0.1910735,3.5,11,ChIJqyUP33gQdkgRnGIXwY0j6UM,1.0675675675675675,"store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5094622470748649,0.7,0.43567251461988304,0.6620087336244542,0.021825396825396824,0.03378378378378377,227.0
227,Second Chance,"7-9 St John's Way, London",51.5659017,-0.1341459,4.0,22,ChIJScOwbq4bdkgRb4LPSf3DPAk,1.0675675675675675,"store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.5093942732830345,0.8,0.32748538011695905,0.537117903930131,0.04365079365079365,0.03378378378378377,228.0
228,Sense,"43 Rye Ln, London",51.47227849999999,-0.0696157999999999,4.8,5,ChIJE5gwEKADdkgRwmTWyXSDlJk,1.0675675675675675,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.5092815077447346,0.96,0.2046783625730994,0.38995633187772905,0.00992063492063492,0.03378378378378377,229.0
229,Mero Retro,"2 Bradbury St, London",51.5486303,-0.0758307,5.0,55,ChIJofOD140cdkgR55VGvcu8iPI,1.0675675675675675,"jewelry_store, clothing_store, store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.5077756068936258,1.0,0.21637426900584794,0.14192139737991266,0.10912698412698413,0.03378378378378377,230.0
230,Cancer Research UK,"65 Streatham High Rd, London",51.4313799,-0.1291595,4.3,9,ChIJVT16BigEdkgRk0EjJiIMg_E,1.0675675675675675,"clothing_store, home_goods_store, point_of_interest, store, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5057424928129365,0.86,0.19298245614035087,0.5720524017467249,0.017857142857142856,0.03378378378378377,231.0
231,Kentish Town PDSA Charity Shop,"249 Kentish Town Rd, London",51.5483281,-0.1413576,3.4,16,ChIJaWAeY_0adkgRe7BkdadOkco,1.0675675675675675,"store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5044384375510553,0.6799999999999999,0.43567251461988304,0.6620087336244542,0.031746031746031744,0.03378378378378377,232.0
232,Oxfam,"246 W End Ln, London",51.5512594,-0.1914747,3.5,8,ChIJVTNtKXkQdkgR0I6qDDN1ZuM,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5042981544107722,0.7,0.43567251461988304,0.6620087336244542,0.015873015873015872,0.0,233.0
233,British Heart Foundation Furniture & Electrical,"83 Seven Sisters Rd, London",51.5599824,-0.1160109,3.7,59,ChIJc-ABdZ8bdkgRrIn--FeZgwM,1.0,"furniture_store, home_goods_store, store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.5040397044284657,0.74,0.32748538011695905,0.537117903930131,0.11706349206349206,0.0,234.0
234,Oxfam,"149 Putney High St, London",51.4617848,-0.2165098,3.1,14,ChIJZZaTCBIPdkgRpqxKKEatvYw,1.0,"book_store, clothing_store, point_of_interest, store, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.50359245639572,0.62,0.34502923976608185,0.8912663755458516,0.027777777777777776,0.0,235.0
235,"Shop from Crisis, Peckham","160 Rye Ln, London",51.4679045,-0.0672273,4.6,20,ChIJH7cioT8DdkgRkMIUSmm77WA,1.0675675675675675,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.502210079173306,0.9199999999999999,0.2046783625730994,0.38995633187772905,0.03968253968253968,0.03378378378378377,236.0
236,Vintage Paradise,"220 Brick Ln, London",51.5245456,-0.0715203,4.3,6,ChIJv_6Ycu0ddkgRHxBKTffSwCE,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5016211724085776,0.86,0.15204678362573099,0.601310043668122,0.011904761904761904,0.03378378378378377,237.0
237,Cancer Research UK,"34 Upper St, London",51.5347061,-0.1052211,3.9,19,ChIJNdUxNl0bdkgRDSePgWhDeFs,1.0675675675675675,"home_goods_store, clothing_store, point_of_interest, store, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.4996085589973203,0.78,0.32748538011695905,0.537117903930131,0.037698412698412696,0.03378378378378377,238.0
238,TRAID Peckham,"14-16 Rye Ln, London",51.4726379,-0.0698983,4.2,69,ChIJyRjQHKADdkgRGyHYUXvg34M,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.49937674583997277,0.8400000000000001,0.2046783625730994,0.38995633187772905,0.13690476190476192,0.03378378378378377,239.0
239,Brick Lane Vintage,"182 Brick Ln, London",51.52353850000001,-0.0713005999999999,4.2,15,ChIJL1W5LOgddkgRYFwiVFvfsEM,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.49897831526572056,0.8400000000000001,0.15204678362573099,0.601310043668122,0.02976190476190476,0.03378378378378377,240.0
240,Alex TLC Charity Shop Penge,"209 High St, London",51.4129616,-0.050775,4.7,7,ChIJ459rXHQBdkgRnlqRar3nWxw,1.0675675675675675,"store, point_of_interest, establishment",Bromley,425000.0,653.0,21707.984771573603,20825.82741116752,0.4986777093112419,0.9400000000000001,0.0935672514619883,0.48209606986899556,0.013888888888888888,0.03378378378378377,241.0
241,REMAR,"847 High Rd Leytonstone, London",51.56951979999999,0.0124218,5.0,6,ChIJ59CMj2-n2EcRF2jnHUIGIQ0,1.0675675675675675,"store, health, point_of_interest, establishment",Waltham Forest,430000.0,624.7,11735.375,11745.701388888889,0.49853590465403846,1.0,0.09941520467836257,0.35851528384279485,0.011904761904761904,0.03378378378378377,242.0
242,Oxfam,"514 Kingsland Rd, London",51.5442343,-0.0758619,4.2,152,ChIJu8ppLpIcdkgRNauEeMQP-cY,1.0,"book_store, clothing_store, point_of_interest, store, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4981353237533427,0.8400000000000001,0.21637426900584794,0.14192139737991266,0.30158730158730157,0.0,243.0
243,Emmaus SLC - Knights Hill,"7-9 Knights Hill, London",51.4313428,-0.1039738,4.1,23,ChIJJ8RXpwIEdkgR8UaJ2QXZwsg,1.0675675675675675,"furniture_store, home_goods_store, clothing_store, store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.4980758261462698,0.82,0.19298245614035087,0.5720524017467249,0.04563492063492063,0.03378378378378377,244.0
244,goldsmith vintage,"57 Neal St, London",51.51476760000001,-0.1263361,3.4,5,ChIJd5k8j6oFdkgRgXD_GeJD0RI,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.4978908185034363,0.6799999999999999,0.43567251461988304,0.6620087336244542,0.00992063492063492,0.03378378378378377,245.0
245,EMWWOUL,"Coltash Court, 148 Whitecross St, London",51.52429900000001,-0.0935542999999999,3.7,41,ChIJ61zUHagcdkgRoK8FkBA78Zo,1.0675675675675675,"store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.49670379709255835,0.74,0.32748538011695905,0.537117903930131,0.08134920634920635,0.03378378378378377,246.0
246,Mary's Living & Giving Shop For Save the Children,"138 Upper St, London",51.5394521,-0.1027021,3.9,13,ChIJN81X-GYbdkgRb19_GGifP5k,1.0675675675675675,"store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.4960371304258917,0.78,0.32748538011695905,0.537117903930131,0.025793650793650792,0.03378378378378377,247.0
247,Jimmy Mack Vintage - Retro London,"102 Wood St, London",51.5884913,-0.0044097,5.0,1,ChIJNwUOG8EddkgRkayOhCvXhiY,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Waltham Forest,430000.0,624.7,11735.375,11745.701388888889,0.495559714177848,1.0,0.09941520467836257,0.35851528384279485,0.001984126984126984,0.03378378378378377,248.0
248,Scope Camberwell,"42 Denmark Hill, London",51.4731357,-0.093329,4.6,8,ChIJdZYX-X8DdkgRladNOaGtUbM,1.0675675675675675,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.49506722203044884,0.9199999999999999,0.2046783625730994,0.38995633187772905,0.015873015873015872,0.03378378378378377,249.0
249,"Shop from Crisis, Camberwell","23a Denmark Hill, London",51.4730327,-0.0929676,4.5,17,ChIJfcy-938DdkgRCxYfUcqAFF0,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.4924243648875918,0.9,0.2046783625730994,0.38995633187772905,0.03373015873015873,0.03378378378378377,250.0
250,Haven House Children's Hospice Shop: Leytonstone,"849 High Road, London",51.5697369,0.0122798,4.8,22,ChIJ4fSpmm-n2EcR22L0FEDSTYk,1.0675675675675675,"store, point_of_interest, establishment",Waltham Forest,430000.0,624.7,11735.375,11745.701388888889,0.492059714177848,0.96,0.09941520467836257,0.35851528384279485,0.04365079365079365,0.03378378378378377,251.0
251,British Heart Foundation,"47 Tooting High St, London",51.4284602,-0.1673843,3.0,2,ChIJb-cyepkHdkgR4Cr_BF1ElTQ,1.0675675675675675,"store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.4918279776312413,0.6,0.34502923976608185,0.8912663755458516,0.003968253968253968,0.03378378378378377,252.0
252,Sue Ryder,"1 Market Pl, London",51.4925729,-0.0640131999999999,4.6,7,ChIJ45PfDBYDdkgRiPT4nSfQ3Qs,1.0,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.49109360555683235,0.9199999999999999,0.2046783625730994,0.38995633187772905,0.013888888888888888,0.0,253.0
253,Spitalfields Crypt Trust,"589, 591 Roman Rd, London",51.53348039999999,-0.0287731,4.1,14,ChIJKc1uLDwddkgRZ0s1FeVXDBs,1.0675675675675675,"store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.4903830771704824,0.82,0.15204678362573099,0.601310043668122,0.027777777777777776,0.03378378378378377,254.0
254,Barnardo's,"414 Brixton Rd, London",51.46461499999999,-0.1144162,3.9,36,ChIJtaMTrmcEdkgRqg8rxr5yMhI,1.0675675675675675,"store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.489813921384365,0.78,0.19298245614035087,0.5720524017467249,0.07142857142857142,0.03378378378378377,255.0
255,Alex TLC Charity Shop Peckham,"45 Peckham High St, London",51.4734889,-0.0712575999999999,4.4,25,ChIJG50vZXUDdkgRd6nVPM0Hzmw,1.0675675675675675,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.4891862696494966,0.8800000000000001,0.2046783625730994,0.38995633187772905,0.0496031746031746,0.03378378378378377,256.0
256,Modern Age Vintage Clothing,"65 Chalk Farm Rd, London",51.5433049,-0.1503682,3.3,3,ChIJD1AsFe0adkgRmf0jBi9OOj4,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.4887003423129601,0.6599999999999999,0.43567251461988304,0.6620087336244542,0.005952380952380952,0.03378378378378377,257.0
257,Funkytownshop,"Ground Floor, 232 Camden High St, London",51.5409704,-0.1443065,3.3,3,ChIJt4mZB90bdkgRiqNhnSSgPBc,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.4887003423129601,0.6599999999999999,0.43567251461988304,0.6620087336244542,0.005952380952380952,0.03378378378378377,257.0
258,Greenwich & Bexley Community Hospice Shop,"5 Stratheden Rd, London",51.4767351,0.019249,5.0,7,ChIJkxvQQDSo2EcRskpk-NRyPtk,1.0675675675675675,"health, store, point_of_interest, establishment",Greenwich,401000.0,618.9,12654.51655629139,11738.397350993377,0.48728201483487626,1.0,0.06549707602339182,0.333187772925764,0.013888888888888888,0.03378378378378377,259.0
259,PEZZE,"17 Amhurst Terrace, London",51.5547934,-0.0672697999999999,5.0,17,ChIJIfEMDnsddkgRBMyrFWe0YNQ,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4851565592745782,1.0,0.21637426900584794,0.14192139737991266,0.03373015873015873,0.03378378378378377,260.0
260,"Shop from Crisis, Dalston","74 Kingsland High St, London",51.5483582,-0.0751334999999999,5.0,14,ChIJ7c-6LcQddkgRHrdCb0fPqqo,1.0675675675675675,"point_of_interest, store, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4833708449888639,1.0,0.21637426900584794,0.14192139737991266,0.027777777777777776,0.03378378378378377,261.0
261,British Heart Foundation Furniture & Electrical,"36 Acre Ln, London",51.4606068,-0.1190096,3.8,42,ChIJO0e-7UIEdkgRB1xeIJniE24,1.0,"furniture_store, home_goods_store, store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.48200697157741523,0.76,0.19298245614035087,0.5720524017467249,0.08333333333333333,0.0,262.0
262,Emmaus SLC - Lofty,"88 Knights Hill, London",51.4303798,-0.1045073,4.0,8,ChIJc7b-lBUHdkgR7XzzJziNKrk,1.0675675675675675,"store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.48114725471769837,0.8,0.19298245614035087,0.5720524017467249,0.015873015873015872,0.03378378378378377,263.0
263,Cancer Research UK,"127 Putney High St, London",51.4622567,-0.2162834,2.8,10,ChIJu8Di9w0PdkgRhxIUEtAJX_8,1.0675675675675675,"clothing_store, home_goods_store, store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.48058988239314604,0.5599999999999999,0.34502923976608185,0.8912663755458516,0.01984126984126984,0.03378378378378377,264.0
264,Getup Yesterday,"Unit 4, echo building, easy, E Bay Ln, London",51.5446935,-0.0213241,5.0,8,ChIJU-PsQ6UddkgRsWI6Pe1Lmsc,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4797994164174353,1.0,0.21637426900584794,0.14192139737991266,0.015873015873015872,0.03378378378378377,265.0
265,Retrouvé vintage,"23 Broadway Market, London",51.5362818,-0.0620898,5.0,8,ChIJ6-tWKFsddkgRsmiYPbAs0S0,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4797994164174353,1.0,0.21637426900584794,0.14192139737991266,0.015873015873015872,0.03378378378378377,265.0
266,Oxfam Shop Camden,"89 Camden High St, London",51.5366239,-0.1407265,3.2,6,ChIJ5ZA0_R8bdkgRo5oYs6DC9cw,1.0,"clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.47910767822029604,0.64,0.43567251461988304,0.6620087336244542,0.011904761904761904,0.0,267.0
267,Preloved by Melina,"36 Amhurst Rd, London",51.5481259,-0.0568493999999999,5.0,6,ChIJw55C6focdkgRHJL7JB_gy48,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4786089402269591,1.0,0.21637426900584794,0.14192139737991266,0.011904761904761904,0.03378378378378377,268.0
268,Alex TLC Charity Shop Walworth Road,"378 Walworth Rd, London",51.4847113,-0.0939412999999999,4.4,7,ChIJu56NXp0EdkgRe1sB210Aw50,1.0675675675675675,"point_of_interest, store, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.47847198393521084,0.8800000000000001,0.2046783625730994,0.38995633187772905,0.013888888888888888,0.03378378378378377,269.0
269,Mary's Living & Giving Shop for Save the Children - East Dulwich,"45 Lordship Ln, London",51.45910629999999,-0.0748134999999999,4.4,7,ChIJwxTIwpYDdkgRdkC-UuQgo1U,1.0675675675675675,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.47847198393521084,0.8800000000000001,0.2046783625730994,0.38995633187772905,0.013888888888888888,0.03378378378378377,269.0
270,Royal Trinity Hospice - Camberwell shop,"Unit 11, Butterfly Walk, Shopping Centre, Camberwell Green, London",51.4732046,-0.091905,4.4,7,ChIJO5t1JmUDdkgR0QIRbQuLt9g,1.0675675675675675,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.47847198393521084,0.8800000000000001,0.2046783625730994,0.38995633187772905,0.013888888888888888,0.03378378378378377,269.0
271,Mind,"463-465 Wandsworth Rd, London",51.47171969999999,-0.1356925,3.9,21,ChIJLQMs6FUEdkgRvvqUwNQlQf8,1.0,"store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.47750697157741523,0.78,0.19298245614035087,0.5720524017467249,0.041666666666666664,0.0,272.0
272,Somewhere in Hackney Vintage,"394 Mentmore Terrace, London",51.5411437,-0.0577,5.0,3,ChIJ42rtPioddkgR5IDqK9VGZT0,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4768232259412448,1.0,0.21637426900584794,0.14192139737991266,0.005952380952380952,0.03378378378378377,273.0
273,Gold Dust Vintage,"343 - 344 Beck Rd, London",51.5372201,-0.0581609,5.0,2,ChIJ_ZIaEIEddkgRlQoQo3ssttI,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.47622798784600673,1.0,0.21637426900584794,0.14192139737991266,0.003968253968253968,0.03378378378378377,274.0
274,"Shop from Crisis, Finsbury Park","19 Stroud Green Rd, London",51.566813,-0.1080175,4.5,133,ChIJE8zht5AbdkgRXqyMyqBMwu0,1.0675675675675675,"cafe, point_of_interest, food, store, establishment",Haringey,487500.0,542.6,11291.917241379311,11348.386206896552,0.47587837837837843,0.9,0.16666666666666666,0.0,0.2638888888888889,0.03378378378378377,275.0
275,Bread and Butter Collection,"72 Rivington St, London",51.5261211,-0.0792861,5.0,1,ChIJ621zq-IddkgR4gZasN6hAJ8,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.47563274975076864,1.0,0.21637426900584794,0.14192139737991266,0.001984126984126984,0.03378378378378377,276.0
276,British Heart Foundation,"75 Streatham High Rd, London",51.4310997,-0.1290901,3.9,11,ChIJoWZgASgEdkgRF9WZae8S2NM,1.0,"point_of_interest, store, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.47155459062503424,0.78,0.19298245614035087,0.5720524017467249,0.021825396825396824,0.0,277.0
277,Rye Not Retro,"62 Peckham Rye, London",51.4649691,-0.0666578999999999,4.3,8,ChIJu9JFCKMDdkgRBaY1nW1nQlY,1.0675675675675675,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.4710672220304489,0.86,0.2046783625730994,0.38995633187772905,0.015873015873015872,0.03378378378378377,278.0
278,RSPCA Charity Shop -Blackstock Road,"6 Blackstock Rd, London",51.5643184,-0.1041311,3.6,17,ChIJmWlJ5oQbdkgRFH-8MGzDDzY,1.0,"point_of_interest, store, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.47103970442846566,0.72,0.32748538011695905,0.537117903930131,0.03373015873015873,0.0,279.0
279,Traid Dalston,"106-108 Kingsland High St, London",51.5491916,-0.0751442,4.3,86,ChIJ89u4NIwcdkgR8oAByTVfSxg,1.0675675675675675,"point_of_interest, store, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4702279878460067,0.86,0.21637426900584794,0.14192139737991266,0.17063492063492064,0.03378378378378377,280.0
280,British Heart Foundation,"65 High Street, London",51.4639299,-0.2153382,2.7,10,ChIJEelKuQ0PdkgRBlqRpOuCggk,1.0,"point_of_interest, store, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.46921150401476763,0.54,0.34502923976608185,0.8912663755458516,0.01984126984126984,0.0,281.0
281,Second Chance,"161 Blackstock Rd, London",51.5612153,-0.0988585999999999,4.8,12,ChIJlx_gQ4EbdkgROxmHOAmVqyI,1.0675675675675675,"point_of_interest, store, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.46618036879838765,0.96,0.21637426900584794,0.14192139737991266,0.023809523809523808,0.03378378378378377,282.0
282,House of Vintage Shoreditch,"4 Cheshire St, London",51.5234455,-0.0711518999999999,3.7,27,ChIJ89NiL8gcdkgRojCkBP1_U_M,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.4661211724085776,0.74,0.15204678362573099,0.601310043668122,0.05357142857142857,0.03378378378378377,283.0
283,"Shop from Crisis, Hackney","330 Mare St, London",51.5467443,-0.054829,4.6,38,ChIJaduPMvscdkgRuIZTBI6qsHs,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4656565592745781,0.9199999999999999,0.21637426900584794,0.14192139737991266,0.07539682539682539,0.03378378378378377,284.0
284,Bambino,"32 Church Rd, London",51.4190218,-0.0796226,4.9,14,ChIJTZBpGEUBdkgRyeOiLMyjHHo,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Croydon,345000.0,613.3,14926.636363636364,14686.254545454543,0.46545843660254144,0.9800000000000001,0.0,0.30873362445414815,0.027777777777777776,0.03378378378378377,285.0
285,Oxfam - Hammersmith,"87 King St, London",51.49244729999999,-0.2286153,2.7,11,ChIJCaXJDLYPdkgRTIxrDJU3EOA,1.0,"book_store, clothing_store, point_of_interest, store, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.46507628423314473,0.54,0.4619883040935672,0.7506550218340611,0.021825396825396824,0.0,286.0
286,B and H Charity Shop,"129 Cricklewood Broadway, London",51.555556,-0.214096,5.0,2,ChIJq2EepqIRdkgRfZwe1dt31bw,1.0675675675675675,"store, point_of_interest, establishment",Barnet,482951.0,574.9,19287.450236966823,17048.81990521327,0.465047701321836,1.0,0.16134619883040935,0.1410480349344976,0.003968253968253968,0.03378378378378377,287.0
287,Spitalfields Crypt Trust London,"385 Bethnal Grn Rd, London",51.5270066,-0.0605495999999999,3.7,23,ChIJH5R-E8UcdkgR0qzg0tc1Fng,1.0675675675675675,"point_of_interest, store, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.4637402200276252,0.74,0.15204678362573099,0.601310043668122,0.04563492063492063,0.03378378378378377,288.0
288,British Heart Foundation,"436 Holloway Rd, London",51.5575534,-0.1184379,3.5,17,ChIJk-hbDKAbdkgRjdzWb-6otTc,1.0,"store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.46303970442846565,0.7,0.32748538011695905,0.537117903930131,0.03373015873015873,0.0,289.0
289,St Christopher's,"23 Streatham High Rd, London",51.4363238,-0.1276073,3.8,4,ChIJSS914SUEdkgRhPdl28tebco,1.0675675675675675,"store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.462766302336746,0.76,0.19298245614035087,0.5720524017467249,0.007936507936507936,0.03378378378378377,290.0
290,Marie Curie Charity Shop Finsbury Park,"272 Seven Sisters Rd, London",51.5643737,-0.1049262,3.5,10,ChIJqSMKxYQbdkgR6B3IIqyfIbs,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.46225141614017734,0.7,0.32748538011695905,0.537117903930131,0.01984126984126984,0.03378378378378377,291.0
291,Oxfam Shop - Islington,"29 Islington High St, London",51.5329908,-0.106404,3.3,31,ChIJibNxJkMbdkgR54kUGV-3aY0,1.0,"home_goods_store, clothing_store, store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.45537303776179894,0.6599999999999999,0.32748538011695905,0.537117903930131,0.061507936507936505,0.0,292.0
292,Boutique by Shelter (East Dulwich),"102 Grove Vale, London",51.4606764,-0.0754963999999999,4.1,8,ChIJj7r9MJcDdkgR-rK-ZjZkl14,1.0675675675675675,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.45506722203044886,0.82,0.2046783625730994,0.38995633187772905,0.015873015873015872,0.03378378378378377,293.0
293,Marie Curie Charity Shop Highbury,"318-320 St Paul's Rd, London",51.5463023,-0.1027169,3.3,24,ChIJ2_GU02QbdkgRQSBXAfWR5ZA,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.4545847494735107,0.6599999999999999,0.32748538011695905,0.537117903930131,0.047619047619047616,0.03378378378378377,294.0
294,Bella West,"Granville Arcade, Unit 76 Coldharbour Ln, London",51.4624417,-0.1118706,3.7,3,ChIJm4FwAmYEdkgREDglbBsIgK8,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.4541710642415078,0.74,0.19298245614035087,0.5720524017467249,0.005952380952380952,0.03378378378378377,295.0
295,St Vincent's Hackney,"484 Kingsland Rd, London",51.5432752,-0.0758591,4.4,45,ChIJeV4g0ZMcdkgRE0xMHocDQbE,1.0675675675675675,"store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4538232259412449,0.8800000000000001,0.21637426900584794,0.14192139737991266,0.08928571428571429,0.03378378378378377,296.0
